230,Rocky,1976,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8,"5,07,329",/title/tt0075148/,"https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_UX45_CR0,0,45,67_AL_.jpg"
231,Rang De Basanti,2006,"Rakeysh Omprakash Mehra (dir.), Aamir Khan, Soha Ali Khan",8,"1,09,295",/title/tt0405508/,"https://m.media-amazon.com/images/M/MV5BYThmZDA0YmQtMWJhNy00MDQwLTk0Y2YtMDhmZTE5ZjhlNjliXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR1,0,45,67_AL_.jpg"
232,Gangs of Wasseypur,2012,"Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha",8,"78,919",/title/tt1954470/,"https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_UY67_CR0,0,45,67_AL_.jpg"
233,"Monsters, Inc",2001,"Pete Docter (dir.), Billy Crystal, John Goodman",8,"7,96,764",/title/tt0198781/,"https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_UY67_CR0,0,45,67_AL_.jpg"
234,Rebecca,1940,"Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8,"1,19,715",/title/tt0032976/,"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY67_CR1,0,45,67_AL_.jpg"
235,Portrait de la jeune fille en feu,2019,"Céline Sciamma (dir.), Noémie Merlant, Adèle Haenel",8,"51,361",/title/tt8613070/,"https://m.media-amazon.com/images/M/MV5BNjgwNjkwOWYtYmM3My00NzI1LTk5OGItYWY0OTMyZTY4OTg2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY67_CR0,0,45,67_AL_.jpg"
236,Before Sunset,2004,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8,"2,29,596",/title/tt0381681/,"https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_UY67_CR0,0,45,67_AL_.jpg"
237,Fa yeung nin wah,2000,"Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung",8,"1,19,661",/title/tt0118694/,"https://m.media-amazon.com/images/M/MV5BYjZjODRlMjQtMjJlYy00ZDBjLTkyYTQtZGQxZTk5NzJhYmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY67_CR1,0,45,67_AL_.jpg"
238,It Happened One Night,1934,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8,"91,644",/title/tt0025316/,"https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg"
239,Drishyam,2015,"Nishikant Kamat (dir.), Ajay Devgn, Shriya Saran",8,"66,429",/title/tt4430212/,"https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY67_CR0,0,45,67_AL_.jpg"
240,"Paris, Texas",1984,"Wim Wenders (dir.), Harry Dean Stanton, Nastassja Kinski",8,"87,023",/title/tt0087884/,"https://m.media-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_UX45_CR0,0,45,67_AL_.jpg"
241,The Circus,1928,"Charles Chaplin (dir.), Charles Chaplin, Merna Kennedy",8,"27,804",/title/tt0018773/,"https://m.media-amazon.com/images/M/MV5BM2QwYWQ0MWMtNzcwOC00N2Q2LWE1MDEtZmQxZjhiM2U1YzFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg"
242,Contratiempo,2016,"Oriol Paulo (dir.), Mario Casas, Ana Wagener",8,"1,28,565",/title/tt4857264/,"https://m.media-amazon.com/images/M/MV5BMDk0YzAwYjktMWFiZi00Y2FmLWJmMmMtMzUyZDZmMmU5MjkzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR1,0,45,67_AL_.jpg"
243,The Help,2011,"Tate Taylor (dir.), Emma Stone, Viola Davis",8,"4,20,379",/title/tt1454029/,"https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_UY67_CR0,0,45,67_AL_.jpg"
244,The Princess Bride,1987,"Rob Reiner (dir.), Cary Elwes, Mandy Patinkin",8,"3,86,163",/title/tt0093779/,"https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UY67_CR0,0,45,67_AL_.jpg"
245,La battaglia di Algeri,1966,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8,"51,380",/title/tt0058946/,"https://m.media-amazon.com/images/M/MV5BZWEzMGY4OTQtYTdmMy00M2QwLTliYTQtYWUzYzc3OTA5YzIwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY67_CR1,0,45,67_AL_.jpg"
246,The Terminator,1984,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8,"7,86,116",/title/tt0088247/,"https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg"
247,Mandariinid,2013,"Zaza Urushadze (dir.), Lembit Ulfsak, Elmo Nüganen",8,"37,618",/title/tt2991224/,"https://m.media-amazon.com/images/M/MV5BMTgwNzA3MDQzOV5BMl5BanBnXkFtZTgwNTE5MDE5NDE@._V1_UY67_CR0,0,45,67_AL_.jpg"
248,Trois couleurs: Rouge,1994,"Krzysztof Kieslowski (dir.), Irène Jacob, Jean-Louis Trintignant",8,"88,096",/title/tt0111495/,"https://m.media-amazon.com/images/M/MV5BYTg1MmNiMjItMmY4Yy00ZDQ3LThjMzYtZGQ0ZTQzNTdkMGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg"
249,Aladdin,1992,"Ron Clements (dir.), Scott Weinger, Robin Williams",8,"3,64,960",/title/tt0103639/,"https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UY67_CR0,0,45,67_AL_.jpg"
250,Fanny och Alexander,1982,"Ingmar Bergman (dir.), Bertil Guve, Pernilla Allwin",8,"56,387",/title/tt0083922/,"https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY67_CR0,0,45,67_AL_.jpg"
